News,Target
"
Says U.S. Rep. Dan Lipinski had ""a part in"" undoing a law that used to limit how long trains could idle at crossings.
",0
"
""We have the lowest corporate tax rate since 1968.""
",1
"
""And the number one killer of teens in the United States is driving while using cell phones.""
",0
"
Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him.""
",0
"
Says the pens Nancy Pelosi used to sign the articles of impeachment cost ""$2,025 per pen.""
",0
"
Says NC Senate leader ""expressed disdain"" for the NC House budget vote on Sept. 11.
",0
"
Says Rep. Rashida Tlaib ""wears the symbolic scarf patterned after the Islamic terrorist state.""
 
",0
"
Says a girl gets a dollar for a kidney transplant every time a Facebook post is shared. 
 
",0
"
""We were living outside of Houston and that’s when I found it: a commuter college, 45 minutes away that cost $50 a semester.""
",0
"
""Nancy Pelosi's Son Paul Jr. Was Exec at 'Ukraine-Based Gas Company,' Similar to Hunter Biden""
",0
"
Florida is ""the 45th in state education funding.""
",1
"
Says Joe Biden ""tells men to marry into families ‘with 3 or 4 sisters.’""
",0
"
""‘He’s low risk,’ said Obama before freeing ISIS leader al Baghdadi.""
",0
"
Fox News changed its accreditation to ""entertainment.""
 
",0
"
Says Lil Boosie and George Zimmerman got into a fight.
",0
"
Says Iranian Gen. Qassem Soleimani ""was a designated terrorist by President Obama, who didn't do anything about it.""
 
",0
"
""In Florida children are required to take their first standardized test within 30 days of beginning kindergarten and Gov. DeSantis wants to extend that requirement to preschoolers.""
 
",0
"
In 1988, in response to Iran’s attack on the U.S.S. Samuel Roberts, President Ronald Reagan ""destroyed half of Iran’s Navy.""
 
",1
"
""FACT: Less than 1% of the trash in the ocean is from the United States.""
",0
"
 Ilhan Omar called for ""violence"" against President Trump over Middle East dispute.
 
",0
"
Says a photo shows Donald Trump kissing Ivanka Trump on the lips.
",0
"
Says federal regulation of the wolf population has led to attacks on livestock, driving down production, leading to dairy farms going out of business.
",0
"
The State Capitol Police ""recommended"" banning guns at the Capitol.
",0
"
""We end the $100 billion a year that the health care industry makes.""
",1
"
""Look at the men on this stage. Collectively, they have lost 10 elections. The only people on this stage who have won every single election that they’ve been in are the women, Amy and me.""
",1
"
""I was the person who saved Pre-Existing Conditions in your healthcare.""
",0
"
In New York, ""it is now perfectly legal to murder"" a baby a minute before it would be born.
",0
"
Says the Japanese military did not invade the mainland United States after Pearl Harbor because ""they know that almost every home had guns and the Americans knew how to use them.""
 
",0
"
 ""More than 100,000 DACA applicants have been arrested—Murder, Rape, DUI.""
",0
"
""If you’ve been exposed to the stomach flu,"" you can avoid getting it if you ""drink 3 glasses of 100% grape juice a day for 3 days. It changes the acidity in your stomach. ...This really works!!""
",0
"
Says J. David Cox, ""the boss"" of the jail guards ""who were supposed to keep"" suspected sex trafficker Jeffrey Epstein alive, is also ""friends with Bill and Hillary Clinton.""
",0
"
""That’s 5,615 projected coal-powered plants in just 8 countries. The USA has 15 - building 0 more.""
 
",0
"
Says Alexandria Ocasio-Cortez said Christianity should be ignored as ""superstitious nonsense.""
",0
"
Says after Australia passed a ""new law"" that forced gun owners to give up over 640,000 firearms, the country saw a dramatic increase in homicides, assaults and robberies.
",0
"
""Nicole Kidman ‘blacklisted’ from Hollywood for vowing to support president.""
 
",0
"
Says Barabara Walters wrote that Jane Fonda ""betrayed not only the idea of our country, but specific men who served and sacrificed during the Vietnam War.""
",0
"
Says a video shows drone footage of the killing of Qassem Soleimani.
",0
"
Says Hillary Clinton ""threatened to bomb Iran — totally obliterate them — if she was president.""
",0
"
""We cut New York City’s carbon footprint twice as much as the rest of the country."" 
",0
"
""Saudi terrorists has killed more Americans on our soil than any other nation. They rent the entire 45th floor of Trump Tower, And pay him in cash.""
 
",0
"
""The American military has been completely rebuilt under my administration at a cost of $2.5 trillion.""
",0
"
Says she's beating Democratic opponent Cal Cunningham and is also the first black, female US Senate candidate to be beating an incumbent Senator (Thom Tillis) in ""every poll out of the gate.""
",0
"
Says Joe Biden ""murdered U.S. Navy Seals.""
",0
"
Lead levels in Milwaukee's water ""are higher than Flint, MI."" 
",0
"
""The missiles that were launched at American forces in Iraq from Iran, were funded by Barack Obama, with American tax dollars.""
",0
"
""The Australia bushfires have nothing to do with climate change; it was arson.""
",0
"
""About a third of Texas has seen a 20-25% population loss in the last 5 years.""
",0
"
There have been 317 criminal indictments under three recent Republican presidents and only three indictments under three recent Democratic presidents.
 
",0
"
Says Bill Clinton ""gave nukes to North Korea,"" Barack Obama ""gave nukes to Iran,"" and Hillary Clinton ""gave uranium to Russia.""
",0
"
""Elaine Chao BUSTED Sending $97 Million Contract To Help Mitch McConnell Win Reelection.""
",0
"
Says photo shows U.S. planes on fire after Iranian missile strikes in Iraq.
",0
"
""In 2018, Biden lauded Paul Ryan for proposing cuts to Social Security and Medicare.""
",0
"
 Nancy Pelosi assured Iran that Trump will ""pay for his crimes.""
 
",0
"
""A bounty of $80 MILLION has been placed on President Donald Trump’s head by Iran as tensions between the country and the USA rise.""
",0
"
U.S. and Virginia murders are ""usually gangbangers killing gangbangers."" 
 
",0
"
Says guns are required to be registered.
 
",0
"
Says a video shows Iranian rockets being launched toward a U.S. air base in Iraq.
",0
"
A man at ""the storming of the U.S. embassy"" in Iraq visited the White House in 2011.
",1
"
Says a series of photos show Iranian rockets being launched toward U.S. air bases in Iraq.
",0
"
Says a series of photos show Iranian rockets being launched toward U.S. air bases in Iraq.
",0
"
Says a video shows Iranian rockets being launched toward U.S. airbases in Iraq.
",0
"
""Abolishing the Electoral College would make Los Angeles County stronger than 43 states.""
",0
"
Says a photo that shows a group of dead, scorched sheep is from Australia wildfires.
",0
"
A photo of a horse being pulled through a scorched ranch is from the Australia wildfires.
",0
"
A photo of a deer standing near a burned down residence is from the Australia wildfires.
",0
"
A photo of a burned cat is from the Australia wildfires.
 
",0
